elapsed_s,timestamp,raw,phase,cycle_index
101.027,15:00:21.832,2582.0,inhale,26
101.077,15:00:21.882,2580.0,inhale,26
101.127,15:00:21.932,2581.0,inhale,26
101.177,15:00:21.982,2581.0,inhale,26
101.227,15:00:22.032,2580.0,inhale,26
101.277,15:00:22.082,2577.0,inhale,26
101.327,15:00:22.132,2578.0,inhale,26
101.377,15:00:22.182,2570.0,inhale,26
101.427,15:00:22.232,2557.0,inhale,26
101.477,15:00:22.282,2558.0,inhale,26
101.527,15:00:22.332,2555.0,exhale,26
101.577,15:00:22.382,2543.0,exhale,26
101.627,15:00:22.432,2555.0,exhale,26
101.677,15:00:22.482,2554.0,exhale,26
101.727,15:00:22.532,2557.0,exhale,26
101.777,15:00:22.582,2562.0,exhale,26
101.827,15:00:22.632,2562.0,exhale,26
101.877,15:00:22.681,2559.0,exhale,26
101.927,15:00:22.731,2566.0,exhale,26
101.977,15:00:22.781,2557.0,exhale,26
102.027,15:00:22.832,2555.0,exhale,26
102.077,15:00:22.882,2558.0,exhale,26
102.127,15:00:22.932,2560.0,exhale,26
102.177,15:00:22.982,2562.0,exhale,26
102.227,15:00:23.032,2565.0,exhale,26
102.277,15:00:23.082,2559.0,exhale,26
102.327,15:00:23.132,2554.0,exhale,26
102.377,15:00:23.182,2557.0,exhale,26
102.427,15:00:23.232,2557.0,exhale,26
102.477,15:00:23.282,2553.0,exhale,26
102.527,15:00:23.332,2555.0,exhale,26
102.577,15:00:23.382,2553.0,exhale,26
102.627,15:00:23.432,2551.0,exhale,26
102.677,15:00:23.482,2554.0,exhale,26
102.727,15:00:23.532,2554.0,exhale,26
102.777,15:00:23.582,2556.0,exhale,26
102.827,15:00:23.632,2555.0,exhale,26
102.877,15:00:23.682,2561.0,exhale,26
102.927,15:00:23.732,2562.0,exhale,26
102.977,15:00:23.782,2566.0,exhale,26
103.027,15:00:23.832,2568.0,exhale,26
103.077,15:00:23.882,2568.0,exhale,26
103.130,15:00:23.934,2567.0,exhale,26
103.177,15:00:23.982,2577.0,exhale,26
103.227,15:00:24.032,2576.0,exhale,26
103.277,15:00:24.082,2578.0,exhale,26
103.327,15:00:24.132,2579.0,exhale,26
103.377,15:00:24.182,2579.0,exhale,26
103.427,15:00:24.232,2581.0,exhale,26
103.477,15:00:24.282,2578.0,exhale,26
103.527,15:00:24.332,2582.0,exhale,26
103.577,15:00:24.382,2578.0,exhale,26
103.628,15:00:24.433,2581.0,exhale,26
103.677,15:00:24.481,2582.0,exhale,26
103.727,15:00:24.531,2583.0,exhale,26
103.777,15:00:24.581,2585.0,exhale,26
103.827,15:00:24.631,2584.0,exhale,26
103.877,15:00:24.682,2588.0,exhale,26
103.927,15:00:24.732,2587.0,exhale,26
103.977,15:00:24.782,2588.0,exhale,26
104.027,15:00:24.832,2589.0,inhale,27
104.077,15:00:24.882,2592.0,inhale,27
104.127,15:00:24.932,2593.0,inhale,27
104.177,15:00:24.982,2594.0,inhale,27
104.227,15:00:25.032,2597.0,inhale,27
104.277,15:00:25.082,2598.0,inhale,27
104.327,15:00:25.132,2598.0,inhale,27
104.377,15:00:25.182,2598.0,inhale,27
104.427,15:00:25.232,2593.0,inhale,27
104.477,15:00:25.282,2589.0,inhale,27
104.527,15:00:25.332,2582.0,inhale,27
104.577,15:00:25.382,2590.0,inhale,27
104.627,15:00:25.432,2579.0,inhale,27
104.677,15:00:25.482,2576.0,inhale,27
104.727,15:00:25.532,2573.0,inhale,27
104.777,15:00:25.582,2570.0,inhale,27
104.827,15:00:25.632,2569.0,inhale,27
104.877,15:00:25.682,2569.0,inhale,27
104.927,15:00:25.732,2568.0,inhale,27
104.977,15:00:25.782,2566.0,inhale,27
105.027,15:00:25.832,2567.0,inhale,27
105.077,15:00:25.882,2568.0,inhale,27
105.127,15:00:25.932,2569.0,inhale,27
105.177,15:00:25.982,2569.0,inhale,27
105.227,15:00:26.032,2568.0,inhale,27
105.277,15:00:26.082,2568.0,inhale,27
105.327,15:00:26.132,2568.0,inhale,27
105.377,15:00:26.182,2568.0,inhale,27
105.427,15:00:26.232,2567.0,inhale,27
105.477,15:00:26.282,2570.0,inhale,27
105.527,15:00:26.332,2559.0,exhale,27
105.577,15:00:26.382,2561.0,exhale,27
105.627,15:00:26.432,2558.0,exhale,27
105.677,15:00:26.482,2556.0,exhale,27
105.727,15:00:26.532,2551.0,exhale,27
105.777,15:00:26.581,2562.0,exhale,27
105.827,15:00:26.631,2570.0,exhale,27
105.877,15:00:26.681,2564.0,exhale,27
105.927,15:00:26.732,2571.0,exhale,27
105.977,15:00:26.782,2571.0,exhale,27
106.027,15:00:26.832,2572.0,exhale,27
106.077,15:00:26.882,2562.0,exhale,27
106.127,15:00:26.932,2564.0,exhale,27
106.177,15:00:26.982,2571.0,exhale,27
106.227,15:00:27.032,2571.0,exhale,27
106.277,15:00:27.082,2575.0,exhale,27
106.327,15:00:27.132,2571.0,exhale,27
106.377,15:00:27.182,2571.0,exhale,27
106.427,15:00:27.232,2569.0,exhale,27
106.477,15:00:27.282,2569.0,exhale,27
106.527,15:00:27.332,2571.0,exhale,27
106.577,15:00:27.382,2572.0,exhale,27
106.627,15:00:27.432,2569.0,exhale,27
106.677,15:00:27.482,2568.0,exhale,27
106.727,15:00:27.532,2568.0,exhale,27
106.777,15:00:27.582,2570.0,exhale,27
106.827,15:00:27.632,2579.0,exhale,27
106.877,15:00:27.681,2582.0,exhale,27
106.927,15:00:27.732,2571.0,exhale,27
106.977,15:00:27.782,2570.0,exhale,27
107.027,15:00:27.832,2579.0,exhale,27
107.077,15:00:27.882,2571.0,exhale,27
107.127,15:00:27.932,2571.0,exhale,27
107.177,15:00:27.982,2567.0,exhale,27
107.229,15:00:28.034,2574.0,exhale,27
107.277,15:00:28.082,2574.0,exhale,27
107.327,15:00:28.132,2576.0,exhale,27
107.377,15:00:28.181,2579.0,exhale,27
107.427,15:00:28.231,2579.0,exhale,27
107.477,15:00:28.282,2583.0,exhale,27
107.527,15:00:28.332,2585.0,exhale,27
107.577,15:00:28.382,2583.0,exhale,27
107.627,15:00:28.432,2589.0,exhale,27
107.677,15:00:28.482,2585.0,exhale,27
107.727,15:00:28.532,2587.0,exhale,27
107.777,15:00:28.582,2587.0,exhale,27
107.827,15:00:28.632,2591.0,exhale,27
107.877,15:00:28.682,2590.0,exhale,27
107.927,15:00:28.732,2590.0,exhale,27
107.977,15:00:28.782,2595.0,exhale,27
108.027,15:00:28.831,2595.0,inhale,28
108.077,15:00:28.882,2598.0,inhale,28
108.127,15:00:28.932,2593.0,inhale,28
108.177,15:00:28.982,2600.0,inhale,28
108.227,15:00:29.032,2591.0,inhale,28
108.277,15:00:29.082,2598.0,inhale,28
108.332,15:00:29.137,2599.0,inhale,28
108.377,15:00:29.181,2594.0,inhale,28
108.427,15:00:29.231,2590.0,inhale,28
108.477,15:00:29.282,2588.0,inhale,28
108.527,15:00:29.331,2579.0,inhale,28
108.577,15:00:29.382,2576.0,inhale,28
108.627,15:00:29.432,2576.0,inhale,28
108.677,15:00:29.481,2578.0,inhale,28
108.727,15:00:29.531,2577.0,inhale,28
108.777,15:00:29.581,2574.0,inhale,28
108.827,15:00:29.631,2576.0,inhale,28
108.877,15:00:29.682,2568.0,inhale,28
108.927,15:00:29.732,2573.0,inhale,28
108.977,15:00:29.782,2578.0,inhale,28
109.027,15:00:29.832,2579.0,inhale,28
109.077,15:00:29.882,2580.0,inhale,28
109.127,15:00:29.931,2578.0,inhale,28
109.177,15:00:29.982,2578.0,inhale,28
109.227,15:00:30.031,2578.0,inhale,28
109.277,15:00:30.081,2572.0,inhale,28
109.327,15:00:30.131,2573.0,inhale,28
109.377,15:00:30.182,2574.0,inhale,28
109.427,15:00:30.232,2576.0,inhale,28
109.477,15:00:30.282,2575.0,inhale,28
109.527,15:00:30.332,2574.0,exhale,28
109.577,15:00:30.381,2573.0,exhale,28
109.627,15:00:30.431,2572.0,exhale,28
109.677,15:00:30.481,2575.0,exhale,28
109.727,15:00:30.531,2582.0,exhale,28
109.777,15:00:30.582,2574.0,exhale,28
109.827,15:00:30.631,2579.0,exhale,28
109.877,15:00:30.682,2580.0,exhale,28
109.927,15:00:30.732,2578.0,exhale,28
109.977,15:00:30.782,2582.0,exhale,28
110.027,15:00:30.832,2583.0,exhale,28
110.077,15:00:30.882,2584.0,exhale,28
110.129,15:00:30.934,2584.0,exhale,28
110.177,15:00:30.982,2581.0,exhale,28
110.227,15:00:31.032,2582.0,exhale,28
110.277,15:00:31.082,2589.0,exhale,28
110.327,15:00:31.132,2584.0,exhale,28
110.377,15:00:31.182,2590.0,exhale,28
110.427,15:00:31.232,2585.0,exhale,28
110.477,15:00:31.282,2580.0,exhale,28
110.527,15:00:31.332,2581.0,exhale,28
110.577,15:00:31.382,2579.0,exhale,28
110.627,15:00:31.432,2577.0,exhale,28
110.677,15:00:31.482,2577.0,exhale,28
110.727,15:00:31.532,2574.0,exhale,28
110.777,15:00:31.582,2575.0,exhale,28
110.827,15:00:31.632,2572.0,exhale,28
110.877,15:00:31.682,2574.0,exhale,28
110.927,15:00:31.732,2577.0,exhale,28
110.977,15:00:31.782,2579.0,exhale,28
111.027,15:00:31.832,2576.0,exhale,28
111.077,15:00:31.882,2580.0,exhale,28
111.127,15:00:31.932,2578.0,exhale,28
111.177,15:00:31.982,2575.0,exhale,28
111.227,15:00:32.032,2581.0,exhale,28
111.277,15:00:32.082,2583.0,exhale,28
111.327,15:00:32.132,2582.0,exhale,28
111.377,15:00:32.182,2589.0,exhale,28
111.427,15:00:32.232,2586.0,exhale,28
111.477,15:00:32.282,2586.0,exhale,28
111.527,15:00:32.332,2592.0,exhale,28
111.577,15:00:32.382,2584.0,exhale,28
111.627,15:00:32.432,2585.0,exhale,28
111.677,15:00:32.482,2586.0,exhale,28
111.727,15:00:32.532,2586.0,exhale,28
111.777,15:00:32.582,2586.0,exhale,28
111.827,15:00:32.632,2587.0,exhale,28
111.877,15:00:32.682,2589.0,exhale,28
111.927,15:00:32.731,2591.0,exhale,28
111.977,15:00:32.781,2599.0,exhale,28
112.027,15:00:32.832,2599.0,inhale,29
112.077,15:00:32.882,2596.0,inhale,29
112.127,15:00:32.932,2590.0,inhale,29
112.177,15:00:32.982,2586.0,inhale,29
112.227,15:00:33.032,2588.0,inhale,29
112.277,15:00:33.082,2592.0,inhale,29
112.327,15:00:33.132,2579.0,inhale,29
112.377,15:00:33.182,2586.0,inhale,29
112.427,15:00:33.232,2586.0,inhale,29
112.477,15:00:33.282,2584.0,inhale,29
112.527,15:00:33.332,2588.0,inhale,29
112.577,15:00:33.382,2582.0,inhale,29
112.627,15:00:33.432,2581.0,inhale,29
112.677,15:00:33.482,2574.0,inhale,29
112.727,15:00:33.532,2575.0,inhale,29
112.777,15:00:33.582,2573.0,inhale,29
112.827,15:00:33.632,2579.0,inhale,29
112.877,15:00:33.682,2578.0,inhale,29
112.927,15:00:33.732,2577.0,inhale,29
112.977,15:00:33.781,2567.0,inhale,29
113.027,15:00:33.831,2576.0,inhale,29
113.077,15:00:33.882,2577.0,inhale,29
113.127,15:00:33.932,2578.0,inhale,29
113.177,15:00:33.982,2577.0,inhale,29
113.227,15:00:34.032,2569.0,inhale,29
113.277,15:00:34.082,2576.0,inhale,29
113.327,15:00:34.132,2574.0,inhale,29
113.377,15:00:34.182,2572.0,inhale,29
113.427,15:00:34.231,2576.0,inhale,29
113.477,15:00:34.281,2577.0,inhale,29
113.527,15:00:34.331,2578.0,exhale,29
113.577,15:00:34.381,2583.0,exhale,29
113.627,15:00:34.432,2580.0,exhale,29
113.677,15:00:34.481,2580.0,exhale,29
113.727,15:00:34.531,2582.0,exhale,29
113.777,15:00:34.581,2582.0,exhale,29
113.827,15:00:34.632,2577.0,exhale,29
113.877,15:00:34.682,2585.0,exhale,29
113.927,15:00:34.732,2586.0,exhale,29
113.977,15:00:34.782,2586.0,exhale,29
114.027,15:00:34.832,2587.0,exhale,29
114.077,15:00:34.882,2585.0,exhale,29
114.127,15:00:34.931,2589.0,exhale,29
114.177,15:00:34.982,2585.0,exhale,29
114.227,15:00:35.032,2586.0,exhale,29
114.277,15:00:35.082,2586.0,exhale,29
114.327,15:00:35.132,2585.0,exhale,29
114.377,15:00:35.182,2583.0,exhale,29
114.427,15:00:35.232,2578.0,exhale,29
114.477,15:00:35.282,2579.0,exhale,29
114.527,15:00:35.332,2574.0,exhale,29
114.577,15:00:35.382,2575.0,exhale,29
114.627,15:00:35.432,2575.0,exhale,29
114.677,15:00:35.482,2574.0,exhale,29
114.727,15:00:35.531,2574.0,exhale,29
114.777,15:00:35.582,2578.0,exhale,29
114.827,15:00:35.632,2580.0,exhale,29
114.877,15:00:35.682,2582.0,exhale,29
114.927,15:00:35.732,2581.0,exhale,29
114.977,15:00:35.782,2584.0,exhale,29
115.027,15:00:35.832,2585.0,exhale,29
115.077,15:00:35.882,2586.0,exhale,29
115.127,15:00:35.932,2586.0,exhale,29
115.177,15:00:35.982,2587.0,exhale,29
115.227,15:00:36.032,2589.0,exhale,29
115.277,15:00:36.082,2597.0,exhale,29
115.327,15:00:36.132,2590.0,exhale,29
115.377,15:00:36.182,2582.0,exhale,29
115.427,15:00:36.231,2586.0,exhale,29
115.477,15:00:36.282,2591.0,exhale,29
115.527,15:00:36.332,2592.0,exhale,29
115.577,15:00:36.382,2596.0,exhale,29
115.627,15:00:36.432,2596.0,exhale,29
115.677,15:00:36.481,2597.0,exhale,29
115.727,15:00:36.532,2593.0,exhale,29
115.777,15:00:36.582,2596.0,exhale,29
115.827,15:00:36.632,2597.0,exhale,29
115.877,15:00:36.682,2598.0,exhale,29
115.927,15:00:36.732,2601.0,exhale,29
115.977,15:00:36.782,2604.0,exhale,29
116.027,15:00:36.832,2606.0,inhale,30
116.077,15:00:36.882,2611.0,inhale,30
116.127,15:00:36.932,2607.0,inhale,30
116.177,15:00:36.982,2607.0,inhale,30
116.227,15:00:37.032,2600.0,inhale,30
116.277,15:00:37.081,2604.0,inhale,30
116.327,15:00:37.132,2603.0,inhale,30
116.377,15:00:37.182,2600.0,inhale,30
116.427,15:00:37.232,2595.0,inhale,30
116.477,15:00:37.282,2599.0,inhale,30
116.527,15:00:37.332,2597.0,inhale,30
116.577,15:00:37.382,2596.0,inhale,30
116.627,15:00:37.432,2596.0,inhale,30
116.677,15:00:37.482,2599.0,inhale,30
116.727,15:00:37.532,2592.0,inhale,30
116.777,15:00:37.582,2588.0,inhale,30
116.827,15:00:37.632,2590.0,inhale,30
116.877,15:00:37.682,2583.0,inhale,30
116.927,15:00:37.732,2582.0,inhale,30
116.977,15:00:37.782,2590.0,inhale,30
117.027,15:00:37.832,2587.0,inhale,30
117.077,15:00:37.882,2590.0,inhale,30
117.127,15:00:37.932,2587.0,inhale,30
117.177,15:00:37.982,2585.0,inhale,30
117.227,15:00:38.032,2576.0,inhale,30
117.277,15:00:38.081,2582.0,inhale,30
117.327,15:00:38.131,2581.0,inhale,30
117.377,15:00:38.181,2580.0,inhale,30
117.427,15:00:38.232,2579.0,inhale,30
117.477,15:00:38.282,2578.0,inhale,30
117.527,15:00:38.332,2576.0,exhale,30
117.577,15:00:38.382,2578.0,exhale,30
117.627,15:00:38.432,2577.0,exhale,30
117.677,15:00:38.482,2574.0,exhale,30
117.727,15:00:38.532,2570.0,exhale,30
117.777,15:00:38.582,2571.0,exhale,30
117.827,15:00:38.632,2570.0,exhale,30
117.877,15:00:38.682,2573.0,exhale,30
117.927,15:00:38.732,2577.0,exhale,30
117.977,15:00:38.782,2575.0,exhale,30
118.027,15:00:38.832,2583.0,exhale,30
118.077,15:00:38.882,2582.0,exhale,30
118.127,15:00:38.932,2582.0,exhale,30
118.177,15:00:38.982,2582.0,exhale,30
118.227,15:00:39.032,2582.0,exhale,30
118.277,15:00:39.082,2580.0,exhale,30
118.327,15:00:39.132,2579.0,exhale,30
118.377,15:00:39.182,2580.0,exhale,30
118.427,15:00:39.232,2577.0,exhale,30
118.477,15:00:39.282,2576.0,exhale,30
118.527,15:00:39.332,2572.0,exhale,30
118.577,15:00:39.382,2573.0,exhale,30
118.627,15:00:39.431,2572.0,exhale,30
118.677,15:00:39.481,2576.0,exhale,30
118.727,15:00:39.531,2576.0,exhale,30
118.777,15:00:39.581,2579.0,exhale,30
118.827,15:00:39.631,2581.0,exhale,30
118.877,15:00:39.682,2574.0,exhale,30
118.927,15:00:39.732,2584.0,exhale,30
118.977,15:00:39.782,2583.0,exhale,30
119.027,15:00:39.832,2587.0,exhale,30
119.077,15:00:39.882,2587.0,exhale,30
119.127,15:00:39.932,2595.0,exhale,30
119.177,15:00:39.982,2588.0,exhale,30
119.227,15:00:40.032,2591.0,exhale,30
119.277,15:00:40.082,2591.0,exhale,30
119.327,15:00:40.132,2592.0,exhale,30
119.377,15:00:40.182,2595.0,exhale,30
119.427,15:00:40.232,2596.0,exhale,30
119.477,15:00:40.282,2598.0,exhale,30
119.527,15:00:40.332,2597.0,exhale,30
119.577,15:00:40.382,2600.0,exhale,30
119.628,15:00:40.432,2603.0,exhale,30
119.677,15:00:40.482,2605.0,exhale,30
119.727,15:00:40.532,2605.0,exhale,30
119.777,15:00:40.582,2606.0,exhale,30
119.827,15:00:40.632,2604.0,exhale,30
119.877,15:00:40.682,2607.0,exhale,30
119.927,15:00:40.732,2607.0,exhale,30
119.977,15:00:40.782,2606.0,exhale,30
120.027,15:00:40.832,2600.0,inhale,31
